timestamp,sm,mem,fb
2022-08-28T03:34:39,0,0,12
2022-08-28T03:34:41,1.25,0,478.5
2022-08-28T03:34:42,2.25,0,744
2022-08-28T03:34:43,3,0,1019
2022-08-28T03:34:44,2.75,0,1457
2022-08-28T03:34:45,4.75,0.5,9036.5
2022-08-28T03:34:47,10.75,3.25,11381
2022-08-28T03:34:48,39,8.5,14191
2022-08-28T03:34:49,22,4,14191
2022-08-28T03:34:50,0,0,14191
2022-08-28T03:34:51,0,0,14191
2022-08-28T03:34:52,35,7.5,15253
2022-08-28T03:34:53,59.75,11.5,15253
2022-08-28T03:34:54,49.75,11,15253
2022-08-28T03:34:56,22.75,2.5,15253
2022-08-28T03:34:57,57.75,13.75,15253
2022-08-28T03:34:58,46.5,6.5,15253
2022-08-28T03:34:59,64.25,12.75,15253
2022-08-28T03:35:00,44.5,8.75,15253
2022-08-28T03:35:01,52.5,10.5,15253
2022-08-28T03:35:03,64.5,15,15253
2022-08-28T03:35:04,39,4.5,15253
2022-08-28T03:35:05,68.5,15.25,15253
2022-08-28T03:35:06,42.25,8.75,15253
2022-08-28T03:35:07,78,11.25,15253
2022-08-28T03:35:08,47,6.75,15253
2022-08-28T03:35:09,57.75,10.5,15253
2022-08-28T03:35:11,51,14.25,15253
2022-08-28T03:35:12,49,5.5,15253
2022-08-28T03:35:13,55.5,13.5,15253
2022-08-28T03:35:14,56.25,8.5,15253
2022-08-28T03:35:15,58.25,12.75,15253
2022-08-28T03:35:16,42,9.5,15253
2022-08-28T03:35:17,55.75,11,15253
2022-08-28T03:35:18,61.75,12.25,15253
2022-08-28T03:35:19,53.5,10.5,15253
2022-08-28T03:35:20,64.25,10,15253
2022-08-28T03:35:21,61,7.75,15253
2022-08-28T03:35:23,86,12,15253
2022-08-28T03:35:24,33.25,8.25,15253
2022-08-28T03:35:25,84,11.25,15253
2022-08-28T03:35:26,23,5,15253
2022-08-28T03:35:27,49.5,5.5,15253
2022-08-28T03:35:28,80,7,15253
2022-08-28T03:35:29,51,9,15253
2022-08-28T03:35:30,66.75,13.5,15253
2022-08-28T03:35:31,55.25,11.5,15253
2022-08-28T03:35:32,60.5,12.75,15253
2022-08-28T03:35:33,63,11.25,15253
2022-08-28T03:35:34,57.75,10,15253
2022-08-28T03:35:35,59.5,10.25,15253
2022-08-28T03:35:36,34,10.25,15253
2022-08-28T03:35:38,55,9,15253
2022-08-28T03:35:39,55.25,14,15253
2022-08-28T03:35:40,47.5,6.75,15253
2022-08-28T03:35:41,68,13,15253
2022-08-28T03:35:42,54.25,7.75,15253
2022-08-28T03:35:43,77.25,11.75,15253
2022-08-28T03:35:44,55,3.25,15253
2022-08-28T03:35:45,50.5,11.75,15253
2022-08-28T03:35:46,54.5,13,15253
2022-08-28T03:35:47,60.75,11.5,15253
2022-08-28T03:35:48,63.25,11.25,15253
2022-08-28T03:35:49,45.25,5.75,15253
2022-08-28T03:35:51,80.5,14.5,15253
2022-08-28T03:35:52,33.25,3,15253
2022-08-28T03:35:53,54.75,12,15253
2022-08-28T03:35:54,65.75,10.25,15253
2022-08-28T03:35:55,62.75,11.5,15253
2022-08-28T03:35:56,60.75,7.25,15253
2022-08-28T03:35:57,56.75,12.5,15253
2022-08-28T03:35:58,46.75,10,15253
2022-08-28T03:35:59,71,11,15253
2022-08-28T03:36:00,55,6,15253
2022-08-28T03:36:01,57.75,10.5,15253
2022-08-28T03:36:02,56.75,9.75,15253
2022-08-28T03:36:04,86.75,12.25,15253
2022-08-28T03:36:05,46.5,12.75,15253
2022-08-28T03:36:06,49.5,6.25,15253
2022-08-28T03:36:07,57,13.75,15253
2022-08-28T03:36:08,57.75,8.75,15253
2022-08-28T03:36:09,76.25,14.5,15253
2022-08-28T03:36:10,35.25,4.75,15253
2022-08-28T03:36:11,70.5,13.5,15253
2022-08-28T03:36:12,51.25,9.5,15253
2022-08-28T03:36:13,68.25,10.5,15253
2022-08-28T03:36:14,49.25,8,15253
2022-08-28T03:36:15,53.75,10,15253
2022-08-28T03:36:16,57.25,10.5,15253
2022-08-28T03:36:18,38.5,3.75,15253
2022-08-28T03:36:19,81.25,16,15253
2022-08-28T03:36:20,48.25,4,15253
2022-08-28T03:36:21,67.5,15,15253
2022-08-28T03:36:22,52.25,13.25,15253
2022-08-28T03:36:23,52.25,7.75,15253
2022-08-28T03:36:24,60.75,11.25,15253
2022-08-28T03:36:25,59,5.25,15253
2022-08-28T03:36:26,54.25,12,15253
2022-08-28T03:36:27,51,10.75,15253
2022-08-28T03:36:28,73.5,11.5,15253
2022-08-28T03:36:29,67.75,11.75,15253
2022-08-28T03:36:30,59.25,12.5,15253
2022-08-28T03:36:31,64.25,9.75,15253
2022-08-28T03:36:33,24.25,4.25,15253
2022-08-28T03:36:34,86,16,15253
2022-08-28T03:36:35,28.25,8,15253
2022-08-28T03:36:36,80.5,12,15253
2022-08-28T03:36:37,57.25,13,15253
2022-08-28T03:36:38,47.25,8.25,15253
2022-08-28T03:36:39,60.75,13,15253
2022-08-28T03:36:40,48.5,10.25,15253
2022-08-28T03:36:41,62.5,11,15253
2022-08-28T03:36:42,55.75,10.5,15253
2022-08-28T03:36:43,53,10,15253
2022-08-28T03:36:44,55.5,11.25,15253
2022-08-28T03:36:45,55.5,13.5,15253
2022-08-28T03:36:47,60,9.5,15253
2022-08-28T03:36:48,88.75,17.25,15253
2022-08-28T03:36:49,49.75,10.25,15253
2022-08-28T03:36:50,58,10.75,15253
2022-08-28T03:36:51,65.25,14.5,15253
2022-08-28T03:36:52,47.25,10,15253
2022-08-28T03:36:53,69.75,12.5,15253
2022-08-28T03:36:54,67,13.25,15253
2022-08-28T03:36:55,61.5,12,15253
2022-08-28T03:36:56,69,11.5,15253
2022-08-28T03:36:57,54.25,8,15253
2022-08-28T03:36:58,60.25,10.75,15253
2022-08-28T03:36:59,61.5,11,15253
2022-08-28T03:37:01,60,8.5,15253
2022-08-28T03:37:02,87,17.25,15253
2022-08-28T03:37:03,28.5,7.25,15253
2022-08-28T03:37:04,70,12.75,15253
2022-08-28T03:37:05,56.5,13.25,15253
2022-08-28T03:37:06,51.5,9.25,15253
2022-08-28T03:37:07,74.25,13.25,15253
2022-08-28T03:37:08,46.75,7.75,15253
2022-08-28T03:37:09,54.5,12.5,15253
2022-08-28T03:37:10,57.25,11.5,15253
2022-08-28T03:37:11,58.75,8.25,15253
2022-08-28T03:37:12,57.25,10.75,15253
2022-08-28T03:37:13,66.75,14.75,15253
2022-08-28T03:37:15,64.5,8.75,15253
2022-08-28T03:37:16,82.5,18,15253
2022-08-28T03:37:17,38.25,9.25,15253
2022-08-28T03:37:18,57.75,11,15253
2022-08-28T03:37:19,58.75,14.25,15253
2022-08-28T03:37:20,38,6.75,15253
2022-08-28T03:37:21,57.25,13.25,15253
2022-08-28T03:37:22,48,11.25,15253
2022-08-28T03:37:23,60.25,11.5,15253
2022-08-28T03:37:24,54.25,11.25,15253
2022-08-28T03:37:25,66.5,14,15253
2022-08-28T03:37:26,55.25,11,15253
2022-08-28T03:37:27,65,12,15253
2022-08-28T03:37:28,41,8.5,15253
2022-08-28T03:37:30,72.75,14.25,15253
2022-08-28T03:37:31,62.25,15.5,15253
2022-08-28T03:37:32,54.75,6.25,15253
2022-08-28T03:37:33,73.25,15.5,15253
2022-08-28T03:37:34,55.25,12.5,15253
2022-08-28T03:37:35,62.5,11.25,15253
2022-08-28T03:37:36,55,12,15253
2022-08-28T03:37:37,43.25,7.5,15253
2022-08-28T03:37:38,61.5,12.5,15253
2022-08-28T03:37:39,53.5,8.5,15253
2022-08-28T03:37:40,60.5,11.25,15253
2022-08-28T03:37:41,64,11.5,15253
2022-08-28T03:37:42,52.75,10.5,15253
2022-08-28T03:37:43,60,11.75,15253
2022-08-28T03:37:45,43.25,4.25,15253
2022-08-28T03:37:46,70.75,15.75,15253
2022-08-28T03:37:47,46,6.5,15253
2022-08-28T03:37:48,85,14.5,15253
2022-08-28T03:37:49,47.75,8,15253
2022-08-28T03:37:50,76.5,11.5,15253
2022-08-28T03:37:51,57,11,15253
2022-08-28T03:37:52,69,10,15253
2022-08-28T03:37:53,51,10.5,15253
2022-08-28T03:37:54,62.75,11.75,15253
2022-08-28T03:37:55,60,9.75,15253
2022-08-28T03:37:56,55,7.25,15253
2022-08-28T03:37:57,55.25,9.75,15253
2022-08-28T03:37:58,68.75,11.25,15253
2022-08-28T03:38:00,64.5,10.25,15253
2022-08-28T03:38:01,60.5,15.75,15253
2022-08-28T03:38:02,40.75,7.75,15253
2022-08-28T03:38:03,83.75,14.5,15253
2022-08-28T03:38:04,52.75,8.25,15253
2022-08-28T03:38:05,65.5,13.75,15253
2022-08-28T03:38:06,45,10.75,15253
2022-08-28T03:38:07,63.5,10.75,15253
2022-08-28T03:38:08,63.75,11.25,15253
2022-08-28T03:38:09,61,8.75,15253
2022-08-28T03:38:10,57.75,10.75,15253
2022-08-28T03:38:11,56,9.5,15253
2022-08-28T03:38:12,74.75,10.75,15253
2022-08-28T03:38:13,49.75,11.25,15253
2022-08-28T03:38:15,58,7.5,15253
2022-08-28T03:38:16,68.75,17.25,15253
2022-08-28T03:38:17,47.25,11.5,15253
2022-08-28T03:38:18,73.25,11.75,15253
2022-08-28T03:38:19,53.5,12.5,15253
2022-08-28T03:38:20,55,8,15253
2022-08-28T03:38:21,55,12.75,15253
2022-08-28T03:38:22,50.75,12.25,15253
2022-08-28T03:38:23,60.25,13.5,15253
2022-08-28T03:38:24,57.5,9.75,15253
2022-08-28T03:38:25,65.75,6.5,15253
2022-08-28T03:38:26,53.25,9,15253
2022-08-28T03:38:27,64.75,9.5,15253
2022-08-28T03:38:29,71.25,17.25,15253
2022-08-28T03:38:30,45.5,9,15253
2022-08-28T03:38:31,78.75,15.5,15253
2022-08-28T03:38:32,45,10.5,15253
2022-08-28T03:38:33,71.25,7.75,15253
2022-08-28T03:38:34,64.25,14,15253
2022-08-28T03:38:35,53.75,11.5,15253
2022-08-28T03:38:36,69.25,13,15253
2022-08-28T03:38:37,36.5,7.5,15253
2022-08-28T03:38:38,66,11.5,15253
2022-08-28T03:38:39,51.75,9.75,15253
2022-08-28T03:38:40,60,10.25,15253
2022-08-28T03:38:41,50.75,10.25,15253
2022-08-28T03:38:42,60,14,15253
2022-08-28T03:38:44,51,9,15253
2022-08-28T03:38:45,75.75,16,15253
2022-08-28T03:38:46,44,6.25,15253
2022-08-28T03:38:47,72.25,13.5,15253
2022-08-28T03:38:48,67.5,15.75,15253
2022-08-28T03:38:49,45.75,10,15253
2022-08-28T03:38:50,71.75,13.25,15253
2022-08-28T03:38:51,51.75,10,15253
2022-08-28T03:38:52,64.5,11.5,15253
2022-08-28T03:38:53,57.75,11,15253
2022-08-28T03:38:54,59.25,8.75,15253
2022-08-28T03:38:55,54.5,11.25,15253
2022-08-28T03:38:56,68.5,15.75,15253
2022-08-28T03:38:58,61.25,7,15253
2022-08-28T03:38:59,57.75,13.5,15253
2022-08-28T03:39:00,61,5.5,15253
2022-08-28T03:39:01,55.75,14.25,15253
2022-08-28T03:39:02,63.25,14.25,15255
2022-08-28T03:39:03,98.75,27.25,15255
2022-08-28T03:39:04,99,27.25,15255
2022-08-28T03:39:05,99,27,15255
2022-08-28T03:39:06,93,26.25,15255
2022-08-28T03:39:07,91.75,25.25,15255
2022-08-28T03:39:08,98.5,27.25,15255
2022-08-28T03:39:09,94.5,26.5,15255
2022-08-28T03:39:10,94.5,26.75,15255
2022-08-28T03:39:12,92,25.75,15255
2022-08-28T03:39:13,98.25,27.5,15255
2022-08-28T03:39:14,98,27.5,15255
2022-08-28T03:39:15,89.75,25.25,15255
2022-08-28T03:39:16,93.25,26.25,15255
2022-08-28T03:39:17,92.5,25.75,15255
2022-08-28T03:39:18,91.25,25.5,15255
2022-08-28T03:39:19,95.25,26.25,15255
2022-08-28T03:39:20,95.25,26.5,15255
2022-08-28T03:39:21,99,27.25,15255
2022-08-28T03:39:22,99,27.5,15255
2022-08-28T03:39:23,97.5,27,15255
2022-08-28T03:39:24,95.75,26.75,15255
2022-08-28T03:39:26,99,27.25,15255
2022-08-28T03:39:27,98.75,27.25,15255
2022-08-28T03:39:28,98,27.25,15255
2022-08-28T03:39:29,90,25.25,15255
2022-08-28T03:39:30,66.25,19,15255
2022-08-28T03:39:31,73.5,20.25,15255
2022-08-28T03:39:32,77.5,21.5,15255
2022-08-28T03:39:33,54.75,16,15255
2022-08-28T03:39:34,39.5,10.5,15255
2022-08-28T03:39:35,84.25,22.75,15255
2022-08-28T03:39:36,92.25,25.75,15255
2022-08-28T03:39:37,92,25.75,15255
2022-08-28T03:39:38,97.75,27,15255
2022-08-28T03:39:40,98.25,27.25,15255
2022-08-28T03:39:41,98.5,24,15255
2022-08-28T03:39:42,98.5,21,15255
2022-08-28T03:39:43,98.75,20.5,15255
2022-08-28T03:39:44,99,20.25,15255
2022-08-28T03:39:45,99,20.5,15255
2022-08-28T03:39:46,99,20.5,15255
2022-08-28T03:39:47,99,20.25,15255
2022-08-28T03:39:48,99,20.25,15255
2022-08-28T03:39:49,99,20.5,15255
2022-08-28T03:39:50,97,20.5,15255
2022-08-28T03:39:51,95.75,20.25,15255
2022-08-28T03:39:52,98.75,17.75,15521
2022-08-28T03:39:54,98.75,13.5,15521
2022-08-28T03:39:55,98.75,13.5,15521
2022-08-28T03:39:56,98.5,14.5,15838
2022-08-28T03:39:57,98.75,8.25,15838
2022-08-28T03:39:58,98.75,6.75,15838
2022-08-28T03:39:59,46.5,6.5,15839.5
2022-08-28T03:40:00,64.5,13.5,15840
2022-08-28T03:40:01,42.5,9.75,15840
2022-08-28T03:40:02,62,11.5,15840
2022-08-28T03:40:03,65.75,12.25,15840
2022-08-28T03:40:04,61.75,12.5,15840
2022-08-28T03:40:05,55.25,10.75,15840
2022-08-28T03:40:06,62.25,11.75,15840
2022-08-28T03:40:08,30.5,4,15840
2022-08-28T03:40:09,70.75,13.75,15840
2022-08-28T03:40:10,38,5,15840
2022-08-28T03:40:11,73.75,15,15840
2022-08-28T03:40:12,41.75,9,15840
2022-08-28T03:40:13,58.75,12.5,15840
2022-08-28T03:40:14,48.25,11.5,15840
2022-08-28T03:40:15,55.5,10.5,15840
2022-08-28T03:40:16,65,11.75,15840
2022-08-28T03:40:17,60,10,15840
2022-08-28T03:40:18,59.25,11,15840
2022-08-28T03:40:19,60.75,11,15840
2022-08-28T03:40:20,55.75,11.25,15840
2022-08-28T03:40:21,77.5,13.75,15840
2022-08-28T03:40:23,27.25,5.25,15840
2022-08-28T03:40:24,88,14.75,15840
2022-08-28T03:40:25,39,9.75,15840
2022-08-28T03:40:26,87,9.5,15840
2022-08-28T03:40:27,53.75,12.75,15840
2022-08-28T03:40:28,61.25,9,15840
2022-08-28T03:40:29,65.25,13.5,15840
2022-08-28T03:40:30,53,8.75,15840
2022-08-28T03:40:31,50.25,12,15840
2022-08-28T03:40:32,54.25,12,15840
2022-08-28T03:40:33,64.25,11.25,15840
2022-08-28T03:40:34,59.25,11.25,15840
2022-08-28T03:40:35,57.75,12.5,15840
2022-08-28T03:40:37,66.75,7.25,15840
2022-08-28T03:40:38,54,13,15840
2022-08-28T03:40:39,60.25,8,15840
2022-08-28T03:40:40,64.75,15.25,15840
2022-08-28T03:40:41,55.25,13,15840
2022-08-28T03:40:42,56.75,8.25,15840
2022-08-28T03:40:43,62.5,13.25,15840
2022-08-28T03:40:44,52.25,11,15840
2022-08-28T03:40:45,62.5,11.75,15840
2022-08-28T03:40:46,63,12,15840
2022-08-28T03:40:47,63,11.5,15840
2022-08-28T03:40:48,58.25,10.25,15840
2022-08-28T03:40:49,61,7.5,15840
2022-08-28T03:40:50,63.75,11.75,15840
2022-08-28T03:40:52,43.75,12.5,15840
2022-08-28T03:40:53,51,7.75,15840
2022-08-28T03:40:54,78,15.5,15840
2022-08-28T03:40:55,35,4.75,15840
2022-08-28T03:40:56,72.25,14,15840
2022-08-28T03:40:57,60.75,13.25,15840
2022-08-28T03:40:58,65,9,15840
2022-08-28T03:40:59,56.25,11.75,15840
2022-08-28T03:41:00,51,7,15840
2022-08-28T03:41:01,57.5,12,15840
2022-08-28T03:41:02,57.25,11.5,15840
2022-08-28T03:41:03,55.75,11,15840
2022-08-28T03:41:04,64.5,12,15840
2022-08-28T03:41:05,53,12,15840
2022-08-28T03:41:07,69.5,13,15840
2022-08-28T03:41:08,59.5,15.25,15840
2022-08-28T03:41:09,51.75,7.25,15840
2022-08-28T03:41:10,77,15.5,15840
2022-08-28T03:41:11,41.5,9.5,15840
2022-08-28T03:41:12,60,10.5,15840
2022-08-28T03:41:13,55.25,11.25,15840
2022-08-28T03:41:14,59.75,6.75,15840
2022-08-28T03:41:15,59.25,11.75,15840
2022-08-28T03:41:16,61.25,10.5,15840
2022-08-28T03:41:17,67,10,15840
2022-08-28T03:41:18,60.5,7.25,15840
2022-08-28T03:41:19,51.25,10.25,15840
2022-08-28T03:41:21,43,11.5,15840
2022-08-28T03:41:22,70,8,15840
2022-08-28T03:41:23,50.5,12.75,15840
2022-08-28T03:41:24,70.25,7,15840
2022-08-28T03:41:25,57.25,13.75,15840
2022-08-28T03:41:26,55.25,8.25,15840
2022-08-28T03:41:27,77.75,13.75,15840
2022-08-28T03:41:28,61.25,10.25,15840
2022-08-28T03:41:29,84,10,15840
2022-08-28T03:41:30,56.5,7.75,15840
2022-08-28T03:41:31,67.5,12,15840
2022-08-28T03:41:32,50.75,8,15840
2022-08-28T03:41:33,72.5,10.75,15840
2022-08-28T03:41:34,51.75,6.25,15840
2022-08-28T03:41:36,74,12.75,15840
2022-08-28T03:41:37,48.75,13,15840
2022-08-28T03:41:38,55,7.75,15840
2022-08-28T03:41:39,51.25,13.25,15840
2022-08-28T03:41:40,68.25,10.5,15840
2022-08-28T03:41:41,70.5,14.25,15840
2022-08-28T03:41:42,46.25,8.75,15840
2022-08-28T03:41:43,73.75,11,15840
2022-08-28T03:41:44,57.75,11.25,15840
2022-08-28T03:41:45,66.5,15.75,15840
2022-08-28T03:41:46,58.75,11.5,15840
2022-08-28T03:41:47,60,11.5,15840
2022-08-28T03:41:48,61,10.25,15840
2022-08-28T03:41:49,53,9.75,15840
2022-08-28T03:41:51,29.5,3,15840
