timestamp,sm,mem,fb
2022-08-31T02:15:26,1.5,0,426.5
2022-08-31T02:15:27,2,0,634
2022-08-31T02:15:28,2.75,0,923.5
2022-08-31T02:15:29,3,0,1220
2022-08-31T02:15:30,1.25,0,1601
2022-08-31T02:15:31,19.5,5,10468.5
2022-08-31T02:15:32,57.25,11.5,14191
2022-08-31T02:15:33,38.5,5.25,14456.5
2022-08-31T02:15:34,55.5,7,14987.5
2022-08-31T02:15:35,63.25,11.25,15253
2022-08-31T02:15:36,50,11.75,15253
2022-08-31T02:15:37,52.75,11.75,15253
2022-08-31T02:15:38,48.5,10.25,15253
2022-08-31T02:15:40,55.75,12,15253
2022-08-31T02:15:41,67.75,11.25,15253
2022-08-31T02:15:42,53.25,10.75,15253
2022-08-31T02:15:43,52.5,10.75,15253
2022-08-31T02:15:44,58.5,7,15253
2022-08-31T02:15:45,52.75,8.25,15253
2022-08-31T02:15:46,61.75,13.5,15253
2022-08-31T02:15:47,56,10,15253
2022-08-31T02:15:48,51.75,6.25,15253
2022-08-31T02:15:49,44.25,6.25,15253
2022-08-31T02:15:50,43.75,9.25,15253
2022-08-31T02:15:51,46.25,10,15253
2022-08-31T02:15:52,47.5,7.5,15253
2022-08-31T02:15:53,49.5,1.5,15253
2022-08-31T02:15:54,48.25,4.5,15253
2022-08-31T02:15:56,24,5,15253
2022-08-31T02:15:57,12,3.75,15253
2022-08-31T02:15:58,50,6,15253
2022-08-31T02:15:59,55.25,7.5,15253
2022-08-31T02:16:00,44,5.75,15253
2022-08-31T02:16:01,52,8.5,15253
2022-08-31T02:16:02,48,7.5,15253
2022-08-31T02:16:03,50,10.5,15253
2022-08-31T02:16:04,59.25,10.5,15253
2022-08-31T02:16:05,46.25,7.25,15253
2022-08-31T02:16:06,50.25,11,15253
2022-08-31T02:16:07,51,11.5,15253
2022-08-31T02:16:08,56.5,12.5,15253
2022-08-31T02:16:10,46,10,15253
2022-08-31T02:16:11,55,9.75,15253
