2022-08-31T02:15:23.367,2022-08-31T02:15:28.800,INIT
2022-08-31T02:15:28.871,2022-08-31T02:22:10.501,EPOCH
2022-08-31T02:22:10.503,2022-08-31T02:28:08.339,EPOCH
2022-08-31T02:28:08.342,2022-08-31T02:33:41.028,EPOCH
2022-08-31T02:33:41.030,2022-08-31T02:39:12.864,EPOCH
2022-08-31T02:39:12.866,2022-08-31T02:44:43.597,EPOCH
2022-08-31T02:44:43.599,2022-08-31T02:50:11.342,EPOCH
2022-08-31T02:50:11.344,2022-08-31T02:55:43.384,EPOCH
2022-08-31T02:55:43.386,2022-08-31T03:01:10.678,EPOCH
2022-08-31T03:01:10.680,2022-08-31T03:06:35.031,EPOCH
2022-08-31T03:06:35.033,2022-08-31T03:11:57.964,EPOCH
2022-08-31T03:11:57.966,2022-08-31T03:17:28.366,EPOCH
2022-08-31T03:17:28.368,2022-08-31T03:22:52.275,EPOCH
2022-08-31T03:22:52.277,2022-08-31T03:28:21.654,EPOCH
2022-08-31T03:28:21.656,2022-08-31T03:33:47.092,EPOCH
2022-08-31T03:33:47.094,2022-08-31T03:39:16.822,EPOCH
2022-08-31T03:39:16.824,2022-08-31T03:44:39.761,EPOCH
2022-08-31T03:44:39.763,2022-08-31T03:50:06.389,EPOCH
2022-08-31T03:50:06.390,2022-08-31T03:55:32.253,EPOCH
2022-08-31T03:55:32.255,2022-08-31T04:00:57.452,EPOCH
2022-08-31T04:00:57.454,2022-08-31T04:06:19.320,EPOCH
2022-08-31T04:06:19.322,2022-08-31T04:11:39.156,EPOCH
2022-08-31T04:11:39.158,2022-08-31T04:17:06.817,EPOCH
2022-08-31T04:17:06.818,2022-08-31T04:22:32.867,EPOCH
2022-08-31T04:22:32.869,2022-08-31T04:27:58.693,EPOCH
2022-08-31T04:27:58.694,2022-08-31T04:33:19.581,EPOCH
2022-08-31T04:33:19.582,2022-08-31T04:35:29.482,EVAL
2022-08-31T04:35:29.995,2022-08-31T04:40:54.013,EPOCH
2022-08-31T04:40:54.015,2022-08-31T04:46:22.878,EPOCH
2022-08-31T04:46:22.879,2022-08-31T04:48:28.998,EVAL
2022-08-31T04:48:29.018,2022-08-31T04:53:54.088,EPOCH
2022-08-31T04:53:54.090,2022-08-31T04:59:16.910,EPOCH
2022-08-31T04:59:16.911,2022-08-31T05:01:22.967,EVAL
2022-08-31T05:01:22.985,2022-08-31T05:06:45.186,EPOCH
2022-08-31T05:06:45.187,2022-08-31T05:12:12.188,EPOCH
2022-08-31T05:12:12.189,2022-08-31T05:14:18.265,EVAL
2022-08-31T05:14:18.283,2022-08-31T05:19:42.509,EPOCH
2022-08-31T05:19:42.510,2022-08-31T05:25:09.908,EPOCH
2022-08-31T05:25:09.909,2022-08-31T05:27:15.972,EVAL
2022-08-31T05:27:15.976,2022-08-31T05:32:45.993,EPOCH
2022-08-31T05:32:45.995,2022-08-31T05:38:10.267,EPOCH
2022-08-31T05:38:10.268,2022-08-31T05:40:16.295,EVAL
2022-08-31T05:40:16.299,2022-08-31T05:45:40.560,EPOCH
2022-08-31T05:45:40.562,2022-08-31T05:51:07.855,EPOCH
2022-08-31T05:51:07.856,2022-08-31T05:53:13.925,EVAL
2022-08-31T05:53:13.928,2022-08-31T05:58:41.637,EPOCH
2022-08-31T05:58:41.639,2022-08-31T06:04:03.685,EPOCH
2022-08-31T06:04:03.685,2022-08-31T06:06:09.772,EVAL
2022-08-31T06:06:09.790,2022-08-31T06:11:33.667,EPOCH
2022-08-31T06:11:33.669,2022-08-31T06:16:58.385,EPOCH
2022-08-31T06:16:58.386,2022-08-31T06:19:04.492,EVAL
2022-08-31T06:19:04.510,2022-08-31T06:24:32.473,EPOCH
2022-08-31T06:24:32.475,2022-08-31T06:29:54.931,EPOCH
2022-08-31T06:29:54.932,2022-08-31T06:32:01.007,EVAL
2022-08-31T06:32:01.010,2022-08-31T06:37:28.818,EPOCH
2022-08-31T06:37:28.820,2022-08-31T06:42:49.985,EPOCH
2022-08-31T06:42:49.986,2022-08-31T06:44:55.998,EVAL
2022-08-31T06:44:56.003,2022-08-31T06:50:17.905,EPOCH
2022-08-31T06:50:17.907,2022-08-31T06:55:45.278,EPOCH
2022-08-31T06:55:45.279,2022-08-31T06:57:51.425,EVAL
2022-08-31T06:57:51.428,2022-08-31T07:03:16.687,EPOCH
2022-08-31T07:03:16.688,2022-08-31T07:08:41.014,EPOCH
2022-08-31T07:08:41.015,2022-08-31T07:10:47.093,EVAL
2022-08-31T07:10:47.096,2022-08-31T07:16:12.275,EPOCH
