timestamp,sm,mem,fb
2022-08-21T08:08:01,0,0,387
2022-08-21T08:08:02,2,0,593
2022-08-21T08:08:03,2,0,819
2022-08-21T08:08:04,2,0,995
2022-08-21T08:08:05,1,0,1689
2022-08-21T08:08:07,31,10,13883
2022-08-21T08:08:08,51,11,13883
2022-08-21T08:08:09,69,17,14945
2022-08-21T08:08:10,0,0,14945
2022-08-21T08:08:11,61,16,14945
2022-08-21T08:08:12,73,18,14945
2022-08-21T08:08:13,58,13,14945
2022-08-21T08:08:14,47,10,14945
2022-08-21T08:08:15,56,14,14945
2022-08-21T08:08:16,48,12,14945
2022-08-21T08:08:17,55,13,14945
2022-08-21T08:08:18,8,2,14945
2022-08-21T08:08:19,54,13,14945
2022-08-21T08:08:20,13,3,14945
2022-08-21T08:08:21,53,13,14945
2022-08-21T08:08:22,60,14,14945
2022-08-21T08:08:23,49,12,14945
2022-08-21T08:08:24,0,0,14945
2022-08-21T08:08:25,0,0,14945
2022-08-21T08:08:26,0,0,14945
2022-08-21T08:08:27,0,0,14945
2022-08-21T08:08:28,40,10,14945
2022-08-21T08:08:29,49,12,14945
2022-08-21T08:08:30,44,11,14945
2022-08-21T08:08:31,40,10,14945
2022-08-21T08:08:33,41,12,14945
2022-08-21T08:08:34,39,7,14945
2022-08-21T08:08:35,67,17,14945
2022-08-21T08:08:36,13,3,14945
2022-08-21T08:08:37,11,3,14945
2022-08-21T08:08:38,61,15,14945
2022-08-21T08:08:39,39,10,14945
2022-08-21T08:08:40,61,15,14945
2022-08-21T08:08:41,60,15,14945
2022-08-21T08:08:42,44,11,14945
2022-08-21T08:08:43,49,11,14945
2022-08-21T08:08:44,54,13,14945
2022-08-21T08:08:45,27,7,14945
2022-08-21T08:08:46,54,13,14945
2022-08-21T08:08:47,25,8,14945
2022-08-21T08:08:48,48,12,14945
2022-08-21T08:08:49,53,13,14945
2022-08-21T08:08:50,49,12,14945
2022-08-21T08:08:51,49,12,14945
2022-08-21T08:08:52,73,16,14945
2022-08-21T08:08:53,67,17,14945
2022-08-21T08:08:54,51,13,14945
2022-08-21T08:08:55,56,14,14945
2022-08-21T08:08:56,66,15,14945
2022-08-21T08:08:57,53,13,14945
2022-08-21T08:08:59,35,7,14945
2022-08-21T08:09:00,0,0,14945
2022-08-21T08:09:01,0,0,14945
2022-08-21T08:09:02,0,0,14945
2022-08-21T08:09:03,0,0,14945
2022-08-21T08:09:04,69,18,14945
2022-08-21T08:09:05,33,7,14945
2022-08-21T08:09:06,53,14,14945
2022-08-21T08:09:07,29,5,14945
2022-08-21T08:09:08,54,13,14945
2022-08-21T08:09:09,47,12,14945
2022-08-21T08:09:10,53,13,14945
2022-08-21T08:09:11,24,7,14945
2022-08-21T08:09:12,60,16,14945
2022-08-21T08:09:13,48,12,14945
2022-08-21T08:09:14,37,9,14945
2022-08-21T08:09:15,49,12,14945
2022-08-21T08:09:16,55,13,14945
2022-08-21T08:09:17,57,14,14945
2022-08-21T08:09:18,44,11,14945
2022-08-21T08:09:19,61,14,14945
2022-08-21T08:09:20,74,19,14945
2022-08-21T08:09:21,66,18,14945
2022-08-21T08:09:22,49,12,14945
2022-08-21T08:09:23,58,13,14945
2022-08-21T08:09:25,62,15,14945
2022-08-21T08:09:26,20,4,14945
2022-08-21T08:09:27,53,14,14945
2022-08-21T08:09:28,36,9,14945
2022-08-21T08:09:29,70,17,14945
2022-08-21T08:09:30,69,17,14945
2022-08-21T08:09:31,73,18,14945
2022-08-21T08:09:32,60,16,14945
2022-08-21T08:09:33,37,7,14945
2022-08-21T08:09:34,0,0,14945
2022-08-21T08:09:35,0,0,14945
2022-08-21T08:09:36,54,13,14945
2022-08-21T08:09:37,34,6,14945
2022-08-21T08:09:38,0,0,14945
2022-08-21T08:09:39,0,0,14945
2022-08-21T08:09:40,40,10,14945
2022-08-21T08:09:41,74,19,14945
2022-08-21T08:09:42,55,14,14945
2022-08-21T08:09:43,47,11,14945
2022-08-21T08:09:44,24,5,14945
2022-08-21T08:09:45,39,10,14945
2022-08-21T08:09:46,45,11,14945
2022-08-21T08:09:47,40,10,14945
2022-08-21T08:09:48,49,13,14945
2022-08-21T08:09:50,66,15,14945
2022-08-21T08:09:51,71,17,14945
2022-08-21T08:09:52,46,12,14945
2022-08-21T08:09:53,37,7,14945
2022-08-21T08:09:54,65,16,14945
2022-08-21T08:09:55,53,13,14945
2022-08-21T08:09:56,38,7,14945
2022-08-21T08:09:57,67,16,14945
2022-08-21T08:09:58,15,3,14945
2022-08-21T08:09:59,61,15,14945
2022-08-21T08:10:00,13,3,14945
2022-08-21T08:10:01,61,15,14945
2022-08-21T08:10:02,55,13,14945
2022-08-21T08:10:03,41,8,14945
2022-08-21T08:10:04,53,13,14945
2022-08-21T08:10:05,22,5,14945
2022-08-21T08:10:06,54,13,14945
2022-08-21T08:10:07,14,3,14945
2022-08-21T08:10:08,48,12,14945
2022-08-21T08:10:09,36,8,14945
2022-08-21T08:10:10,0,0,14945
2022-08-21T08:10:11,53,13,14945
2022-08-21T08:10:12,40,9,14945
2022-08-21T08:10:13,0,0,14945
2022-08-21T08:10:14,12,4,14945
2022-08-21T08:10:15,44,11,14945
2022-08-21T08:10:16,55,13,14945
2022-08-21T08:10:17,50,13,14945
2022-08-21T08:10:18,47,11,14945
2022-08-21T08:10:19,48,11,14945
2022-08-21T08:10:20,44,11,14945
2022-08-21T08:10:22,73,17,14945
2022-08-21T08:10:23,67,17,14945
2022-08-21T08:10:24,52,14,14945
2022-08-21T08:10:25,43,8,14945
2022-08-21T08:10:26,67,17,14945
2022-08-21T08:10:27,14,3,14945
2022-08-21T08:10:28,81,20,14945
2022-08-21T08:10:29,51,13,14945
2022-08-21T08:10:30,42,8,14945
2022-08-21T08:10:31,69,17,14945
2022-08-21T08:10:32,21,4,14945
2022-08-21T08:10:33,61,15,14945
2022-08-21T08:10:34,20,4,14945
