2022-08-25T20:26:55.912,2022-08-25T20:27:00.527,INIT
2022-08-25T20:27:00.585,2022-08-25T20:27:41.556,EPOCH
2022-08-25T20:27:41.557,2022-08-25T20:28:17.044,EPOCH
2022-08-25T20:28:17.046,2022-08-25T20:28:47.981,EPOCH
2022-08-25T20:28:47.982,2022-08-25T20:29:21.439,EPOCH
2022-08-25T20:29:21.440,2022-08-25T20:29:53.548,EPOCH
2022-08-25T20:29:53.549,2022-08-25T20:30:25.830,EPOCH
2022-08-25T20:30:25.831,2022-08-25T20:30:56.470,EPOCH
2022-08-25T20:30:56.472,2022-08-25T20:31:28.108,EPOCH
2022-08-25T20:31:28.109,2022-08-25T20:31:59.766,EPOCH
2022-08-25T20:31:59.767,2022-08-25T20:32:32.654,EPOCH
2022-08-25T20:32:32.656,2022-08-25T20:33:04.233,EPOCH
2022-08-25T20:33:04.235,2022-08-25T20:33:35.552,EPOCH
2022-08-25T20:33:35.553,2022-08-25T20:34:06.578,EPOCH
2022-08-25T20:34:06.579,2022-08-25T20:34:39.371,EPOCH
2022-08-25T20:34:39.372,2022-08-25T20:35:10.004,EPOCH
2022-08-25T20:35:10.005,2022-08-25T20:36:57.033,EVAL
2022-08-25T20:36:57.054,2022-08-25T20:37:28.596,EPOCH
2022-08-25T20:37:28.598,2022-08-25T20:38:00.681,EPOCH
2022-08-25T20:38:00.682,2022-08-25T20:38:33.043,EPOCH
2022-08-25T20:38:33.044,2022-08-25T20:39:06.470,EPOCH
2022-08-25T20:39:06.471,2022-08-25T20:40:49.200,EVAL
2022-08-25T20:40:49.220,2022-08-25T20:41:19.323,EPOCH
2022-08-25T20:41:19.325,2022-08-25T20:41:53.035,EPOCH
2022-08-25T20:41:53.036,2022-08-25T20:42:25.549,EPOCH
2022-08-25T20:42:25.550,2022-08-25T20:42:57.584,EPOCH
2022-08-25T20:42:57.585,2022-08-25T20:44:40.264,EVAL
2022-08-25T20:44:40.281,2022-08-25T20:45:12.125,EPOCH
2022-08-25T20:45:12.126,2022-08-25T20:45:42.210,EPOCH
2022-08-25T20:45:42.211,2022-08-25T20:46:14.570,EPOCH
2022-08-25T20:46:14.572,2022-08-25T20:46:46.392,EPOCH
2022-08-25T20:46:46.393,2022-08-25T20:48:29.059,EVAL
2022-08-25T20:48:29.062,2022-08-25T20:49:00.431,EPOCH
2022-08-25T20:49:00.432,2022-08-25T20:49:32.100,EPOCH
2022-08-25T20:49:32.102,2022-08-25T20:50:03.318,EPOCH
2022-08-25T20:50:03.319,2022-08-25T20:50:35.173,EPOCH
2022-08-25T20:50:35.174,2022-08-25T20:52:17.892,EVAL
2022-08-25T20:52:17.895,2022-08-25T20:52:50.712,EPOCH
2022-08-25T20:52:50.713,2022-08-25T20:53:22.688,EPOCH
2022-08-25T20:53:22.689,2022-08-25T20:53:54.616,EPOCH
2022-08-25T20:53:54.618,2022-08-25T20:54:26.439,EPOCH
2022-08-25T20:54:26.440,2022-08-25T20:56:09.206,EVAL
2022-08-25T20:56:09.223,2022-08-25T20:56:42.750,EPOCH
2022-08-25T20:56:42.752,2022-08-25T20:57:13.317,EPOCH
2022-08-25T20:57:13.319,2022-08-25T20:57:45.190,EPOCH
2022-08-25T20:57:45.192,2022-08-25T20:58:15.951,EPOCH
2022-08-25T20:58:15.952,2022-08-25T20:59:58.622,EVAL
2022-08-25T20:59:58.638,2022-08-25T21:00:31.842,EPOCH
