timestamp,sm,mem,fb
2022-08-30T19:37:04,0,0,105.625
2022-08-30T19:37:05,1.125,0,435.75
2022-08-30T19:37:06,2.25,0,725.25
2022-08-30T19:37:07,2,0,938.75
2022-08-30T19:37:08,1.125,0,1151
2022-08-30T19:37:10,1.875,0,1419
2022-08-30T19:37:11,2.625,0.25,3021.5
2022-08-30T19:37:12,35.25,7.25,10183.5
2022-08-30T19:37:13,54.625,8.625,14281
2022-08-30T19:37:14,49.375,7.375,14812
2022-08-30T19:37:15,61.625,11.5,15343
2022-08-30T19:37:16,53.75,11.375,15343
2022-08-30T19:37:17,53.875,6.5,15343
2022-08-30T19:37:19,58,11.375,15343
2022-08-30T19:37:20,63,7.75,15343
2022-08-30T19:37:21,42.375,5.125,15343
2022-08-30T19:37:22,45.375,8.875,15343
2022-08-30T19:37:23,76.75,8.25,15343
2022-08-30T19:37:24,52.375,5.5,15343
2022-08-30T19:37:25,61.5,10.5,15343
2022-08-30T19:37:26,59,8.25,15343
2022-08-30T19:37:27,63.625,9.625,15343
2022-08-30T19:37:28,58.375,9,15343
2022-08-30T19:37:30,70.375,12,15343
2022-08-30T19:37:31,51.875,5.75,15343
2022-08-30T19:37:32,53.75,9.625,15343
2022-08-30T19:37:33,58.75,9,15343
2022-08-30T19:37:34,57.625,6.25,15343
2022-08-30T19:37:35,60,3,15343
2022-08-30T19:37:36,56.25,6.75,15343
2022-08-30T19:37:37,68.625,10,15343
2022-08-30T19:37:39,69.5,4,15343
2022-08-30T19:37:40,65.375,8.5,15343
2022-08-30T19:37:41,63.875,7.25,15343
2022-08-30T19:37:42,37.375,4.875,15343
2022-08-30T19:37:43,59.25,11,15343
2022-08-30T19:37:44,61.5,8.5,15343
2022-08-30T19:37:45,59.25,8.25,15343
2022-08-30T19:37:46,58.75,9.125,15343
2022-08-30T19:37:48,44,8.5,15343
2022-08-30T19:37:49,61.75,10.375,15343
2022-08-30T19:37:50,61.625,9.875,15343
2022-08-30T19:37:51,63.5,10.625,15343
2022-08-30T19:37:52,62.875,8.875,15343
2022-08-30T19:37:53,59.375,9.375,15343
2022-08-30T19:37:54,64.625,9.75,15343
2022-08-30T19:37:55,61.5,10.75,15343
2022-08-30T19:37:57,65.875,11.5,15343
2022-08-30T19:37:58,70.5,11.25,15343
2022-08-30T19:37:59,64.75,8,15343
2022-08-30T19:38:00,57.5,8.625,15343
